MAV_ch1,MMAV1_ch1,MMAV2_ch1,SSI_ch1,RMS_ch1,WL_ch1,ZC_ch1,SSC_ch1,WAMP_ch1,Mean_ch1,Median_ch1,Variance_ch1,StDev_ch1,Kurtosis_ch1,Skew_ch1,HistTime_b0_ch1,HistTime_b1_ch1,HistTime_b2_ch1,HistTime_b3_ch1,HistTime_b4_ch1,HistTime_b5_ch1,HistTime_b6_ch1,HistTime_b7_ch1,HistTime_b8_ch1,MedianFreq_ch1,MeanFreq_ch1,HistFreq_b0_ch1,HistFreq_b1_ch1,HistFreq_b2_ch1,HistFreq_b3_ch1,HistFreq_b4_ch1,HistFreq_b5_ch1,HistFreq_b6_ch1,HistFreq_b7_ch1,HistFreq_b8_ch1,HistFreq_b9_ch1,MAV_ch2,MMAV1_ch2,MMAV2_ch2,SSI_ch2,RMS_ch2,WL_ch2,ZC_ch2,SSC_ch2,WAMP_ch2,Mean_ch2,Median_ch2,Variance_ch2,StDev_ch2,Kurtosis_ch2,Skew_ch2,HistTime_b0_ch2,HistTime_b1_ch2,HistTime_b2_ch2,HistTime_b3_ch2,HistTime_b4_ch2,HistTime_b5_ch2,HistTime_b6_ch2,HistTime_b7_ch2,HistTime_b8_ch2,MedianFreq_ch2,MeanFreq_ch2,HistFreq_b0_ch2,HistFreq_b1_ch2,HistFreq_b2_ch2,HistFreq_b3_ch2,HistFreq_b4_ch2,HistFreq_b5_ch2,HistFreq_b6_ch2,HistFreq_b7_ch2,HistFreq_b8_ch2,HistFreq_b9_ch2,Class
0.22559586159999845,0.22559586159999845,563.9896539999961,289.0281281894426,0.34001654559120653,520.207843999997,556.0,1325.0,2058.0,0.1487947936,0.148703,0.0935087641789818,0.3057920276576579,28.828433811735167,-0.03806233445750583,1.0,0.0,7.0,18.0,303.0,2116.0,41.0,8.0,6.0,595.0,608.0355840894546,1242.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6979217667999964,0.6979217667999964,1744.804416999991,3067.6588050731,1.1077289930435332,2247.9939239999953,1116.0,1526.0,2383.0,0.15121265479999998,0.176677,1.2046801271084013,1.097579212224977,32.04019930665903,-1.2404736912058296,2.0,1.0,2.0,27.0,1048.0,1403.0,12.0,3.0,2.0,526.0,572.8843974536413,560.0,509.0,143.0,35.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.19635395919999837,0.19635395919999837,490.8848979999959,173.93468025749374,0.2637685957482382,423.0976349999953,544.0,1390.0,2061.0,0.14749932,0.148703,0.047836957485529415,0.21871661456215305,17.593641696330472,0.17634401532510866,8.0,23.0,287.0,2049.0,126.0,4.0,2.0,0.0,1.0,571.0,594.2531857284441,1247.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.732094014799997,0.732094014799997,1830.2350369999926,2820.2520497104615,1.0621209064340014,2435.1697459999946,1082.0,1509.0,2395.0,0.1516411748,0.227693,1.1055479931867238,1.0514504235515452,6.898281462296607,-1.0734945845767272,3.0,4.0,19.0,72.0,433.0,1720.0,220.0,25.0,4.0,611.0,636.1120561921566,575.0,500.0,147.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.22777655279999798,0.22777655279999798,569.441381999995,401.96092917263456,0.4009792658842273,563.1781469999952,499.0,1438.0,1971.0,0.1478971376,0.148703,0.13896639491674617,0.3727819669951139,43.37563536897854,-0.04084442505372612,6.0,3.0,18.0,414.0,2022.0,26.0,5.0,4.0,2.0,675.0,655.7499857078908,1218.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6312938559999988,0.6312938559999988,1578.234639999997,2118.237989427535,0.9204863908668145,2141.2222549999956,1151.0,1511.0,2397.0,0.1495473032,0.227693,0.825260904238321,0.908438717932212,11.43063082687488,-1.4383432537859173,3.0,0.0,8.0,28.0,288.0,1854.0,301.0,16.0,2.0,644.0,659.1340467197888,663.0,488.0,90.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.22317080359999814,0.22317080359999814,557.9270089999953,350.90935008770623,0.37465149143581755,522.299048999996,506.0,1390.0,2012.0,0.1478869412,0.148703,0.11854060890114941,0.34429726821621665,36.30080051359116,0.1097320034058301,1.0,4.0,9.0,33.0,2098.0,327.0,17.0,7.0,4.0,650.0,648.9124443518101,1238.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5798937615999965,0.5798937615999965,1449.7344039999912,1748.7497148541725,0.836361097817007,1900.450939999997,1076.0,1521.0,2371.0,0.13990612319999998,0.227693,0.6801982419295942,0.824741318189888,7.504967378954914,-0.9964896359006161,3.0,4.0,30.0,139.0,1309.0,970.0,38.0,4.0,3.0,600.0,627.1254306849902,703.0,454.0,85.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.20322425959999804,0.20322425959999804,508.0606489999951,222.20245550064905,0.29812913678515157,467.623517999994,479.0,1452.0,2041.0,0.1489172108,0.148703,0.06673133906343334,0.2583240969469038,26.233870000995786,-0.7985407900635514,2.0,1.0,5.0,24.0,151.0,2222.0,74.0,15.0,6.0,618.0,629.6832926402076,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.657368169199997,0.657368169199997,1643.4204229999925,2498.6772539748226,0.9997354157925631,2152.955794000003,1091.0,1524.0,2393.0,0.1483127316,0.227693,0.9778653813878146,0.9888707607103239,20.413794499860693,-1.556276199141315,1.0,1.0,1.0,6.0,44.0,832.0,1575.0,32.0,8.0,584.0,619.6875836845828,613.0,488.0,132.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.20642590839999794,0.20642590839999794,516.0647709999948,236.3955629303527,0.3075032116452462,484.09756299999833,450.0,1420.0,1985.0,0.148060354,0.148703,0.07266542291470177,0.26956524797291986,22.587715423867667,-0.33319153886181735,3.0,6.0,12.0,49.0,1872.0,518.0,25.0,10.0,5.0,674.0,665.8153611358705,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7459692567999998,0.7459692567999998,1864.9231419999994,2726.9147231575007,1.0443973809154254,2587.9139119999973,1162.0,1553.0,2425.0,0.15293471919999999,0.227693,1.067803982519213,1.0333460129691374,5.7755813130449045,-0.8358685187633024,4.0,6.0,34.0,218.0,1560.0,634.0,39.0,4.0,1.0,642.0,661.9394495117109,566.0,539.0,130.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.19616149919999856,0.19616149919999856,490.4037479999964,186.12188702579542,0.27285299120647033,442.249344999997,608.0,1353.0,2041.0,0.1476523304,0.148703,0.0526686115824006,0.2294964304349865,25.952153092565325,-0.5285779073415128,1.0,1.0,1.0,18.0,500.0,1932.0,39.0,7.0,1.0,605.0,610.7918871295793,1248.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5890524587999987,0.5890524587999987,1472.6311469999966,1645.0358346417638,0.8111808268547189,2008.7350029999952,1141.0,1535.0,2367.0,0.145700738,0.202185,0.6370404449809586,0.7981481347349992,2.874182484768827,-0.366872687536617,1.0,1.0,18.0,82.0,370.0,1386.0,550.0,71.0,21.0,644.0,657.9393890466887,734.0,467.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.17838957559999835,0.17838957559999835,445.9739389999959,142.4883230273116,0.2387369456345721,358.4000019999967,434.0,1383.0,1991.0,0.1479889396,0.148703,0.035108646425562176,0.18737301413373852,27.344902967811887,-0.9908975815288059,3.0,2.0,5.0,17.0,689.0,1729.0,43.0,6.0,6.0,581.0,594.7340554009905,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5369660471999979,0.5369660471999979,1342.4151179999947,1364.944834452038,0.7389031964884272,1741.847453999994,1075.0,1497.0,2377.0,0.15173152239999999,0.202185,0.5231647447889146,0.7233012821701028,5.44938440073407,-0.4654002752099702,6.0,41.0,224.0,1613.0,586.0,26.0,3.0,0.0,1.0,597.0,627.7396527565853,855.0,365.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1822688531999985,0.1822688531999985,455.6721329999963,147.3767002907258,0.24279761143036463,372.1964369999975,408.0,1413.0,1954.0,0.1493864268,0.148703,0.036649035218305565,0.19143937739740371,19.376377474423666,0.40121099601312743,1.0,7.0,19.0,109.0,2082.0,249.0,24.0,3.0,6.0,615.0,632.0365366105802,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5999871715999989,0.5999871715999989,1499.9679289999974,1638.5341346932928,0.8095762186955081,2051.0268379999948,1144.0,1550.0,2384.0,0.1458843748,0.202185,0.6343851571293877,0.7964829923666843,3.6010971492950388,-0.5073282522410445,1.0,5.0,42.0,250.0,1412.0,736.0,47.0,5.0,2.0,635.0,651.2090505411104,728.0,468.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.19593598599999754,0.19593598599999754,489.8399649999938,243.00092097373178,0.3117697361667625,396.55057199999743,332.0,1334.0,1889.0,0.14764212599999998,0.148703,0.07543234395727544,0.2746494929128314,58.62425341778299,-1.463986457295262,3.0,0.0,2.0,8.0,61.0,2358.0,47.0,14.0,7.0,603.0,619.5212651062949,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6115841091999972,0.6115841091999972,1528.9602729999929,1766.663427625732,0.8406339102429147,2094.0546849999896,1218.0,1552.0,2402.0,0.14876240999999998,0.202185,0.6848090400373072,0.8275318966887665,8.164627276762271,-1.0820148780711485,1.0,1.0,4.0,11.0,85.0,958.0,1356.0,75.0,9.0,644.0,650.2559685816021,721.0,469.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
